,logFC,AveExpr,t,P.Value,adj.P.Val,B
ALDH5A1,-0.15192722587386243,4.188926356137557,-0.4135760935425051,0.679667957859903,0.9085462148446206,-6.065353397263412
CCDC137,-0.09694625288006531,4.608309456878827,-0.41393197725155084,0.6794077642263369,0.9085462148446206,-6.127999406863947
TCEB3,-0.06650333898068617,5.891466388454931,-0.4140502332586995,0.6793213134362437,0.9085462148446206,-6.224981040632236
TMEM2,-0.16530843189716116,6.961724039359831,-0.41450064535723,0.6789920796243646,0.9083818803181627,-6.211835416103093
GPR137B,-0.13143126765507596,4.460799056700269,-0.4151854271869121,0.6784916489123598,0.9080002550382795,-6.107330845491596
C10orf84,-0.05876951425474797,4.710117100112952,-0.4153275961947581,0.678387771338073,0.9080002550382795,-6.140136124220787
IL6,-0.438146754467712,1.0147214482917095,-0.4155248561685702,0.6782436510615981,0.9080002550382795,-5.527951242373506
SPEN,-0.09982219232061507,6.475412867697922,-0.4156346784404241,0.6781634188603045,0.9080002550382795,-6.225346132860725
IGF1R,-0.14524671390857424,6.027716625756277,-0.41567904608970807,0.678131006494976,0.9080002550382795,-6.226524900663526
FLJ42393,-0.25033987611764896,-4.20897811299966,-0.41571498021812603,0.6781047555984191,0.9080002550382795,-5.265296160905591
GLIPR1L2,-0.2540141663695977,-0.9511856304327948,-0.4160297996178663,0.6778747879739095,0.9080002550382795,-5.39251634007682
SNAI1,-0.2145350446212384,3.3938262202798715,-0.41620374718925557,0.6777477366388616,0.9080002550382795,-5.909219157637539
TTC13,-0.10797363595621778,4.254883092489678,-0.41642236781011527,0.67758806920471,0.9080002550382795,-6.075116236388246
G6PD,-0.10732212668030527,5.54554611050977,-0.41647185083310745,0.6775519317885512,0.9080002550382795,-6.210838633699287
JRK,-0.12385497768957965,4.214794817721946,-0.4165655556882196,0.6774835012498241,0.9080002550382795,-6.068488433475789
TCP1,-0.08098033842107366,7.003714583138705,-0.41730755189872143,0.6769417329615735,0.9076182493358249,-6.208978676891115
GRIN2C,-0.25346223377037,-1.3757480116707521,-0.41741188613581304,0.6768655668581253,0.9076081622318471,-5.373119238753899
DENND4C,-0.12109071320081632,5.647536196724093,-0.4182707849094461,0.6762386800576848,0.906974800113933,-6.215052349500368
TGFBRAP1,-0.17521063637735423,3.5630140554360143,-0.41836081465401104,0.6761729828915923,0.906955777600897,-5.943399359166332
DAGLB,-0.07410263558985264,4.842951451096526,-0.4186575928244873,0.6759564333502952,0.9068725874849728,-6.1537444704600075
PAPPA,-0.2765102828165369,3.2647755832034373,-0.418779718723578,0.675867329834583,0.9068221467053549,-5.881506358322702
TCF25,-0.060972988604119926,6.878687175389552,-0.4188485115378949,0.6758171403536628,0.9068221467053549,-6.213249590217412
BTF3L4,-0.07866503718033702,4.990256073766087,-0.41892396289638956,0.6757620946392542,0.9068221467053549,-6.168388014935694
AP1G2,-0.13458533815055063,6.443420913570266,-0.4194115645696114,0.675406405855786,0.9065491485474552,-6.224304936530079
ADAM33,-0.29348034875608553,2.782577550504169,-0.41946749708370656,0.6753656096648544,0.9065491485474552,-5.785700708044416
RNF139,-0.08234907317571771,5.108332945952572,-0.4195407698515028,0.6753121672529594,0.9065491485474552,-6.178877009694619
KLHL33,-0.25488402577873837,-3.1364910678225804,-0.41984461725784916,0.6750905699502181,0.9063603395320623,-5.301116760111586
SEPT9,-0.1267700522771058,8.49135767786322,-0.4200045265425851,0.6749739587804063,0.9063141792470893,-6.134317658011526
ZNF131,-0.0737035020851522,4.230470492671583,-0.420108729829092,0.6748979745108268,0.9063141792470893,-6.069647073094317
ZNF595,-0.15064179332763095,2.5250558739989417,-0.420528473973756,0.6745919340130091,0.9062850507617732,-5.738310417371045
TIMM22,-0.09693532214833933,4.149675012673072,-0.4205376543891277,0.6745852410680535,0.9062850507617732,-6.055912107751961
CDAN1,-0.07750573787537496,3.758236812049793,-0.4208333624867502,0.6743696701525206,0.9061478655619757,-5.982212447475806
EIF4ENIF1,-0.06221279064017793,4.715399978535201,-0.4208720583077022,0.674341462930047,0.9061478655619757,-6.138514475805905
TOX2,-0.21530887062199122,2.0726300940014832,-0.42087586592604653,0.6743386874010575,0.9061478655619757,-5.6626176779712845
WBP2,-0.09593260380577995,7.113674638397649,-0.4216150718697635,0.6737999345770893,0.9058858363874827,-6.202525683719615
CHIC1,-0.11098832727790064,3.8003225959001004,-0.42162841685196034,0.6737902099503827,0.9058858363874827,-5.990353541606122
ODF3L2,-0.24402810320154167,-3.3474641437073065,-0.42167577740527507,0.6737556982684506,0.9058858363874827,-5.292805751969102
CARD6,-0.16864935454876573,4.673181995376549,-0.42191914314311396,0.673578368335437,0.9058858363874827,-6.133034020168648
SLC1A6,-0.24910883704873577,-4.7220092073284,-0.4220025733734418,0.6735175805971094,0.9058858363874827,-5.247245121035806
IL6R,-0.2666668983173568,3.4555535951384146,-0.4220913491381305,0.6734529004329485,0.9058858363874827,-5.919713546292974
GIF,-0.4534463610769133,-2.5256913209075464,-0.4221079808430738,0.6734407831915654,0.9058858363874827,-5.323701301960755
VPS45,-0.06285966770498774,5.093314697263319,-0.4221579064124691,0.6734044097926016,0.9058858363874827,-6.176517739043838
DDX12,-0.18267288367783618,1.7841231807228244,-0.4222901429012939,0.6733080722876981,0.9058858363874827,-5.619121884991855
ADAMTS1,-0.26490801590792135,5.876631512114929,-0.42249715725187537,0.6731572681397018,0.9058858363874827,-6.221191535427244
R3HDM1,-0.06795869234390306,4.687148756142597,-0.4227379694955854,0.6729818598441384,0.9058858363874827,-6.134393837498566
RHOT1,-0.08375988610162022,4.852098797473243,-0.4227850434180168,0.6729475731660091,0.9058858363874827,-6.153031312792331
CHST12,-0.12302303091597722,4.083685566924466,-0.42282176705783064,0.6729208256771855,0.9058858363874827,-6.0433903976678085
INO80E,-0.09742821015692726,5.115983975661041,-0.42291743271577914,0.6728511500080643,0.9058858363874827,-6.178153103813286
LTK,-0.3977429457053938,0.924351711987641,-0.4229286461228574,0.6728429831912299,0.9058858363874827,-5.516185609104229
SNAP91,-0.40961514809900523,0.7097936504532281,-0.422952598381375,0.6728255386941595,0.9058858363874827,-5.49591601814784
C17orf80,-0.1027288240578832,4.202234446662244,-0.4229611961445643,0.6728192769624053,0.9058858363874827,-6.063810603884541
LOC100134713,-0.12127464311581992,-0.5063470140240424,-0.4231427080865631,0.6726870875590873,0.9058858363874827,-5.4114296066417715
SPG7,-0.08937285884050006,6.103890448814515,-0.4234588849829275,0.6724568502864757,0.9058858363874827,-6.224017364806106
NANOG,-0.2785946881595369,-3.2824189893901248,-0.4234656254635891,0.6724519422639429,0.9058858363874827,-5.294563970338392
MTERF,-0.08224616140358965,2.967813622332849,-0.4234787161224543,0.6724424104544295,0.9058858363874827,-5.819756337653049
NUPR1,-0.2528687960255631,6.0259637346088955,-0.4238242683354003,0.6721908198652531,0.9058858363874827,-6.223178527504254
TMX1,-0.10060907258417462,5.526576679667983,-0.4239195748475555,0.6721214353524771,0.9058858363874827,-6.206746395266448
PBXIP1,-0.11883297088332778,7.569166043065246,-0.424056265947299,0.6720219271795875,0.9058858363874827,-6.179813643053683
AIM1,-0.2445731869503014,5.419854849806164,-0.42405671165918524,0.6720216027204218,0.9058858363874827,-6.2003915364469115
EPOR,-0.18542226912848747,2.880406347816994,-0.42408765902354095,0.6719990745150972,0.9058858363874827,-5.802526747584147
CCNI,-0.11732433331586911,7.506803917284962,-0.42463242023915143,0.6716025629729586,0.9058858363874827,-6.182663791891376
NSUN6,-0.10614041007504005,3.077133176438264,-0.4246868313628341,0.6715629641867848,0.9058858363874827,-5.840968812456591
RC3H2,-0.16386195863083497,3.8227896329515825,-0.4250912434097823,0.6712686740205067,0.905690572059548,-5.9934431775529475
TBX3,-0.18351606928294872,3.942151686344791,-0.4251540688235348,0.6712229606006296,0.905690572059548,-6.016530062202925
MON2,-0.10466051045116043,5.377560268059825,-0.4251812220697325,0.6712032035656501,0.905690572059548,-6.19721904644784
SLC25A29,-0.18040307761045504,5.254886567823581,-0.4252211831160252,0.6711741278349357,0.905690572059548,-6.1884650162983235
SNAPIN,-0.0761222638055159,4.581540012147762,-0.42536940209221863,0.6710662877697704,0.905690572059548,-6.119881679208009
SNHG3,-0.19297414204778063,1.6279097706677867,-0.42603114351816107,0.6705849061781786,0.9053230471722269,-5.596188567551278
GKAP1,-0.21123159379352652,1.5261663385010291,-0.42612758775721615,0.670514759514101,0.9052977650310784,-5.582777811709165
SELO,-0.1537668856447878,4.550009591673583,-0.4267323439143158,0.6700749690257258,0.9048427599836577,-6.115119687793212
PSME1,-0.09992275222896474,7.4619172821297095,-0.42681141372013226,0.670017476341894,0.9048345239299982,-6.183972481168807
TMEM19,-0.09974207146124936,4.96359813638524,-0.42683409542389117,0.6700009845398892,0.9048345239299982,-6.162566332152696
GNB1,-0.07800341859465476,8.601492944714082,-0.4269920731208517,0.6698861238565625,0.9047959414360291,-6.1256205691331145
DISP1,-0.12305112759408487,3.6581046803432553,-0.4270312673386827,0.6698576281613013,0.9047959414360291,-5.959440050987792
APBB2,-0.11654920253337764,5.817352528216567,-0.4270970429146089,0.6698098078787482,0.9047959414360291,-6.217709757099517
LOC284023,-0.12044262902359648,2.253094108962417,-0.42714414139443024,0.6697755670826477,0.9047959414360291,-5.6892267491752815
TRIM52,-0.1351348327184967,3.0327374796101485,-0.4273766356997377,0.6696065528681908,0.9047653852492223,-5.831037230236244
FAM71F2,-0.25237952515491835,-1.4839215285943814,-0.427392754205485,0.6695948359737138,0.9047653852492223,-5.3649660357932625
IL18,-0.2390399888921939,4.998841261540347,-0.42744325931169447,0.6695581232320644,0.9047653852492223,-6.165714358646018
FRMPD1,-0.41551226727623636,-1.4631756076448807,-0.4275443029355931,0.6694846758512056,0.9047653852492223,-5.365809616398634
ADAMTS6,-0.2339245733369295,1.8545931953870742,-0.42774519894690577,0.6693386564527839,0.9047505862194022,-5.627142920268018
ELOVL2,-0.31091970148493353,0.9622525796355489,-0.42774743007834803,0.6693370348463871,0.9047505862194022,-5.518167138891542
NUPL2,-0.07700577457314584,4.237296534487428,-0.42788194632115517,0.6692392701037512,0.9047505862194022,-6.067597006545082
KCNA1,-0.3828577681177223,-2.6111088507311067,-0.42804055309188305,0.6691240039241801,0.9047382853151921,-5.318328925279912
FAHD2A,-0.10154846829282116,3.803021559131481,-0.4281521006627666,0.6690429423427269,0.904698159975887,-5.988251904902781
FAM21B,-0.10119797320278323,4.755221222751182,-0.4283988464850715,0.6688636460539035,0.9045946652654036,-6.140041717597411
ABI3BP,-0.32034627947800143,4.694160649040976,-0.42857974175159114,0.6687322117473015,0.9045558789200208,-6.132843565382302
FCHO1,-0.23680276933711486,3.200664793001086,-0.4287421962791266,0.6686141847769265,0.9044657193378846,-5.864381952578374
C17orf96,-0.1975450012453912,2.1866011592637453,-0.42910772584798634,0.6683486492881474,0.9043149645993793,-5.677601925015306
SLC6A2,-0.3037734580140672,-4.106181723000379,-0.42916262477655204,0.6683087720945577,0.9043149645993793,-5.264237079059399
ZNF827,-0.21967473441714924,2.9327285602732682,-0.4297005133376525,0.6679181133784394,0.9040663060468901,-5.810426160974566
HERC4,-0.08301754887540991,5.418761294422582,-0.429881934363379,0.66778637102119,0.903971001706833,-6.197909892679534
C5orf27,-0.25385832158932686,-2.166391886971545,-0.4299926238873896,0.667705996769181,0.9039654130007594,-5.335406459769722
ASAM,-0.3797414612785315,2.535327470347812,-0.43006788426318926,0.6676513506446091,0.9039654130007594,-5.7364005485226075
EXOC3,-0.07559359979877467,5.861175648990232,-0.4301348513066321,0.6676027277544916,0.9039654130007594,-6.217656352090843
TBC1D3B,-0.22893345170995394,3.3957301758815297,-0.43015634743394326,0.6675871203182147,0.9039654130007594,-5.904047756746115
KCNN2,-0.270005628622363,-0.7207309517067568,-0.4301862948865444,0.6675653769708265,0.9039654130007594,-5.39828626143787
GREM2,-0.43299423387576297,0.8312844540272987,-0.4303597946624419,0.6674394129992368,0.9039654130007594,-5.504374023158934
C15orf56,-0.23082063326156854,-1.360733755805194,-0.4304786523481471,0.6673531256245853,0.9039654130007594,-5.369227541001049
C6orf211,-0.09249280376193969,4.297928638359774,-0.4305600331495939,0.6672940479832427,0.9039654130007594,-6.076337436484055
C2orf68,-0.07433642046101863,5.13871230454284,-0.4306341407075224,0.6672402520946239,0.9039654130007594,-6.1769059408868285
CBFA2T2,-0.12298068409261642,4.90289529565919,-0.4306582772105519,0.6672227313844897,0.9039654130007594,-6.154978583734447
RAB40A,-0.1745264835197784,-1.3274821551614775,-0.43091408830732997,0.6670370491149993,0.9039654130007594,-5.370526633069401
CCDC48,-0.18756866218029855,1.7779146536032728,-0.4315018530151835,0.6666104938991485,0.9038373042010314,-5.614724207112728
TMEM192,-0.11010182370909583,4.127071194257469,-0.4316234766882355,0.6665222421899581,0.9038373042010314,-6.047445371515112
STOX1,-0.26133293867048424,0.021948549788032116,-0.4318560016997517,0.6663535319892948,0.9036989896936931,-5.43957829317324
CHMP1B,-0.10060345909682411,6.507474386103363,-0.4320035268153516,0.6662465028986378,0.9036234442672689,-6.2180654639605315
NBEA,-0.27067067764689634,3.6107136760585306,-0.4320982490817933,0.6661777857503547,0.903599853306683,-5.9476819001659536
AQP12B,-0.6831286717664155,-0.509464262006341,-0.43214868523168704,0.6661411975293187,0.903599853306683,-5.408051373236811
STMN1,-0.1466223119604928,6.528072943898534,-0.4321782555159274,0.666119746540055,0.903599853306683,-6.217615852645156
TSPYL1,-0.09928458738061341,6.311242565715266,-0.4322458406139798,0.6660707197323051,0.903599853306683,-6.220292856425493
LYSMD3,-0.12180850519811859,4.383105774468112,-0.4322538927184206,0.6660648787628274,0.903599853306683,-6.088867560389679
BTG2,-0.20617796142970413,6.791071644188278,-0.4322832365428784,0.6660435930240671,0.903599853306683,-6.2107886311656975
MARK1,-0.2285567648119664,2.4172230045471226,-0.4323420479608294,0.6660009325821137,0.903599853306683,-5.71486985550956
PAK7,-0.47500269099287684,-1.0281214746190117,-0.4326560446359,0.6657731850982227,0.903599853306683,-5.3831888742702425
HNRNPA3,-0.05565668544737257,7.792910561021092,-0.43296346848993483,0.6655502351065979,0.9035840098154505,-6.164917493827427
TMEM50B,-0.07436131922936529,5.506547654633882,-0.43338189663541693,0.6652468304533967,0.903381079596028,-6.201696609236938
OPTN,-0.09416228861375231,6.96122588593769,-0.43354008390672377,0.6651321423453478,0.903370368461543,-6.204017048217744
TTC39C,-0.13978730825549768,4.213777338873204,-0.43374959161232723,0.6649802583249191,0.9033674713015838,-6.061306180827062
S100A1,-0.3362429737382542,1.204089503475618,-0.43390055956258633,0.6648708216872588,0.9032885011672102,-5.541312971305172
ZNF326,-0.07963626076782582,4.061300235808725,-0.43398205702548215,0.6648117471847532,0.9032779457427662,-6.034824636719323
GRIPAP1,-0.08298496482191098,5.865545393673824,-0.4342471919875957,0.664619575158605,0.9030865354821641,-6.216034278415573
C1orf101,-0.21761434187055073,-1.4527925520849478,-0.43446502103756723,0.6644617074790626,0.9030114104111444,-5.363815021895151
DEK,-0.0948897318152433,6.559576507031205,-0.4346517205087069,0.6643264123430535,0.9030114104111444,-6.215983270041454
C4orf46,-0.09939174795962025,2.805855607989562,-0.4354471767954694,0.6637500942366537,0.9023925991606582,-5.783775290341111
ANPEP,-0.42950791574381686,6.531948942437691,-0.4354883034216877,0.6637203029253336,0.9023925991606582,-6.216149562933524
IP6K2,-0.09600051345397898,6.009336131467014,-0.4355310592114509,0.6636893320484778,0.9023925991606582,-6.218068580323291
HECTD3,-0.0983587432475792,5.851231901780799,-0.4356006074656123,0.663638954836018,0.9023925991606582,-6.215103426198277
FBXO25,-0.09922759826086835,4.180670828703403,-0.4357473947768084,0.6635326346173832,0.9023925991606582,-6.054943400851696
C16orf45,-0.1884562077271097,4.912437986300502,-0.435800923450198,0.6634938647076813,0.9023925991606582,-6.153786843840091
AMFR,-0.06655249587645251,6.886650839789487,-0.43613237352674167,0.663253821272631,0.9023450102253259,-6.205783098824503
HGFAC,-0.2710706965466958,-3.8676255075627854,-0.4361938365076777,0.663209312259895,0.9023450102253259,-5.2697865450022805
ANO5,-0.2975463030053245,2.1896396738550643,-0.43693560128504505,0.6626722506678812,0.9018229043747306,-5.675020646178268
C10orf18,-0.10210469866030625,5.726019808829753,-0.43711152384572954,0.6625449027032477,0.9017289391615166,-6.210520012813845
MKL2,-0.1316361838814606,5.4688182587340215,-0.4373268588863367,0.6623890379648838,0.901586501925763,-6.197814469066675
FXN,-0.11075201058194928,2.9437358851472717,-0.4377247794850223,0.6621010521557611,0.9014035821415349,-5.809334188984327
CDS2,-0.0965811653423918,5.013730284751491,-0.43789071885555764,0.6619809722654546,0.9013097979820271,-6.162754457323992
EPB41L4A,-0.16106696026965128,4.598099751738612,-0.4380940447302404,0.6618338500603458,0.9012488795856174,-6.116738980313164
GNA14,-0.24450607379334977,1.850824607342629,-0.4382111698339417,0.6617491068431314,0.9012031849536023,-5.622536943608658
CCL19,-0.6186573994036562,3.405390406135529,-0.43821546437828474,0.6617459997058148,0.9012031849536023,-5.902755845192559
DUSP19,-0.15257565844154453,1.9494061288651985,-0.43825938537766973,0.6617142228472759,0.9012031849536023,-5.637024371334179
LCORL,-0.14201703149534595,1.8206132735226173,-0.43890583059462507,0.6612465905959493,0.9009369659520416,-5.6179239139409605
LOC100131434,-0.25939708224453717,0.9220634489469012,-0.4390238555554045,0.6611612268544842,0.9009061791713535,-5.509938042533617
ABCA6,-0.30338456458080154,2.5452724935702795,-0.4399915638977128,0.660461481478859,0.9006339433751678,-5.734201050633385
DGCR5,-0.31366431181261534,0.28250756243396663,-0.44057181053144184,0.6600420512986531,0.9006025710624826,-5.454760580488498
ZNF805,-0.07708264747396587,3.928087112657079,-0.4405891056155144,0.6600295512319383,0.9006025710624826,-6.007484919928504
COL6A1,-0.24366805382944534,8.844273587706164,-0.4410019885054343,0.6597311674662782,0.9005448080641413,-6.106727542462151
SIK2,-0.11462009119238381,5.281572809651922,-0.4410246747628586,0.6597147740571379,0.9005448080641413,-6.183808116809349
GMPR2,-0.06743447930320112,5.747217635607364,-0.4412416259625457,0.6595580103861884,0.9005448080641413,-6.209538793767101
GABRA1,-0.3479700959379577,-4.102901659578634,-0.44138391443515934,0.6594552043731802,0.9005448080641413,-5.260216695253844
ACSF2,-0.1745929997737301,4.5172865443884636,-0.44141096170054517,0.6594356629647582,0.9005448080641413,-6.104532807451587
TBC1D25,-0.07401232673832236,4.505308862360712,-0.4415338162439328,0.6593469046006439,0.9005448080641413,-6.102811211424034
C1orf63,-0.1901805728465824,5.053896364752773,-0.4415368309262909,0.6593447266526431,0.9005448080641413,-6.164912603512597
CHRNA7,-0.36389016819176934,-0.9625530353190037,-0.4416451243547334,0.6592664923292986,0.9005448080641413,-5.382908189782426
RNF220,-0.07849149244040454,5.995260235829146,-0.441848651741903,0.6591194683925627,0.9004777962690664,-6.215187627833822
CAPG,-0.2753061496863749,7.727935265900334,-0.4428047645129174,0.6584289702763964,0.8999534547539969,-6.164013913694345
MDH1,-0.06930251160114675,6.610598376877621,-0.4429918164857165,0.6582939169357321,0.8999085877452054,-6.211329476168554
SLC6A6,-0.20430369155559358,6.876057851813013,-0.44321865238124986,0.6581301542962694,0.8997545811880819,-6.2031448536868785
RGMB,-0.11553388377801799,4.3889005086173345,-0.44352631832881484,0.6579080633729102,0.8996605331062879,-6.084998456329691
C9orf82,-0.12540565937465065,3.877362278767595,-0.4435767443829212,0.6578716658581081,0.8996605331062879,-5.9964616451665105
IGFBP7,-0.16761985446578542,9.519820415842787,-0.44380759058684877,0.6577050515597525,0.899592537116299,-6.068396439513064
FUNDC2,-0.09577291321666603,5.816941433403283,-0.44380913867273625,0.6577039342795785,0.899592537116299,-6.210627414313583
RUFY2,-0.08467129464882772,3.7077328524287667,-0.4438117275999554,0.6577020658080617,0.899592537116299,-5.962560145578487
LPAR4,-0.2561135942172188,-2.0363044361126867,-0.44395146934686697,0.6576012150817686,0.899592537116299,-5.335801016353302
PTGER3,-0.32391887907058514,2.50594955882521,-0.4442437917842932,0.6573902681687211,0.8995813043197967,-5.725540591738949
RBPJ,-0.09112517529594122,4.939237493690858,-0.4442565156544464,0.6573810869422081,0.8995813043197967,-6.152836457638168
TMEM74,-0.3006760962926256,-2.7359641618380977,-0.4446844466234462,0.6570723330204176,0.899495800883094,-5.307688231618648
LRIG2,-0.12327137271791644,3.0105963135925546,-0.4453154133196653,0.6566171956548758,0.8990607072811033,-5.819347930177879
LCN8,-0.26555146971710375,-5.020338377237602,-0.4456044689385961,0.6564087330605164,0.8989368508294534,-5.2306262965522885
KDM5A,-0.13337587121687378,5.944199432127005,-0.44621227243711375,0.6559704822403308,0.8984764517133393,-6.212538416395453
SOAT2,-0.3025514623957508,-2.960657198512838,-0.44623980949152475,0.6559506297395883,0.8984764517133393,-5.29860224426835
ACD,-0.1072555990120927,4.37814878452061,-0.44625293121680587,0.6559411698793021,0.8984764517133393,-6.082199662168894
LOC440354,-0.16309089782539177,2.4068678876257454,-0.4464863067532274,0.655772931484402,0.8984764517133393,-5.707408044145062
EDA,-0.21828327392315772,1.8063155051225874,-0.4465156519660523,0.6557517780215791,0.8984764517133393,-5.612870882860672
NR2F2,-0.13653047868735868,6.2653569945704914,-0.4468484384527628,0.6555119087491128,0.8984074938063895,-6.214303198587179
ZFR2,-0.3658168334736096,-1.9376117310169299,-0.4469550951921319,0.655435039184966,0.8984074938063895,-5.338791075555618
RFPL2,-0.32091371850191575,-3.0706684798564896,-0.4471851187170448,0.655269269333443,0.8982847275468813,-5.294167401100404
HNRNPD,-0.06689400365677667,7.50061080471579,-0.44744088013420036,0.6550849711964297,0.8981175660215771,-6.1733313716765235
GLI3,-0.2671503365318384,3.4718745078057776,-0.447508871216527,0.6550359813270803,0.8981175660215771,-5.912663256989869
OLR1,-0.4535583890864521,4.207792859142446,-0.4478141407898341,0.6548160427503051,0.8980130276259443,-6.054356389913066
C9orf173,-0.27926608372669603,-3.5078341852931283,-0.44798324109658666,0.6546942234891322,0.8979858599836134,-5.278096161910351
DDB2,-0.105024425731993,4.446776476008942,-0.4482851579444598,0.6544767467107986,0.897921958277375,-6.091522819276792
LMO3,-0.36749424178487944,1.8796855012380247,-0.448637430877749,0.6542230347995402,0.8976892487476195,-5.622574773932502
POLG2,-0.09967376915666071,2.4543927476420357,-0.44867977150864674,0.6541925431932186,0.8976892487476195,-5.714718641450573
PHGDH,-0.2744089485754211,4.87316844776266,-0.44886920674049907,0.6540561285314979,0.8976001402233652,-6.14422798986894
MUSTN1,-0.30451028418599346,1.3331077410850916,-0.4488972415481294,0.6540359413080488,0.8976001402233652,-5.550260707771033
ZNF766,-0.0782216095511652,4.198380424138143,-0.4501115947803744,0.6531617584008156,0.896722233188144,-6.051794645515762
C16orf89,-0.4398736242504011,1.727209086331816,-0.45024432137262993,0.6530662408703602,0.8966610182300212,-5.60024392258177
MAP4K5,-0.11742848161536479,5.620362588626466,-0.4504716068928818,0.6529026867246424,0.8966462326422818,-6.200259000865434
PPP1R2,-0.07304373087396776,6.030143369274434,-0.45053466979465673,0.6528573097834738,0.8966462326422818,-6.211884715639819
CDKL2,-0.2989672852739713,-0.22263908453146125,-0.4505717372793803,0.6528306384613016,0.8966462326422818,-5.417097212414131
FAM184A,-0.2798247199928377,0.35165614891714175,-0.4505855731423982,0.6528206831996297,0.8966462326422818,-5.456128590538798
GUCY2D,-0.2972487602909766,-2.625934199152894,-0.4510274118109618,0.6525028016247595,0.8964466894580972,-5.309669135208298
FAM156A,-0.15747062805581624,5.1894145175466715,-0.45105172308017816,0.6524853126871726,0.8964466894580972,-6.172405465132069
INE1,-0.2060660608909794,-0.13502647440937268,-0.4510664446470004,0.6524747224425913,0.8964466894580972,-5.4222343665916295
GATA2,-0.19746759876045017,2.798186142024427,-0.4510782254376844,0.6524662477532283,0.8964466894580972,-5.775910097283171
CALCR,-0.28973160765869066,-3.0240808144512097,-0.4511008395293654,0.652449980092235,0.8964466894580972,-5.294501936045508
ELOVL3,-0.2530766441166463,-2.6739057464542118,-0.45136293142916534,0.6522614539635311,0.8964466894580972,-5.307690403092678
KCNN1,-0.26953873283679997,-2.3865539199516865,-0.4514947343611794,0.6521666548553638,0.8964466894580972,-5.318908995231914
TG,-0.30961903814315817,-0.7437259308673623,-0.4515063654395537,0.6521582894875664,0.8964466894580972,-5.389381797233648
ENPP4,-0.15365018893350335,4.7392398193246335,-0.45201623894754295,0.651791618848238,0.8963789440276579,-6.128171929632684
IAPP,-0.883262823775387,1.4440903344439076,-0.4522249884568957,0.6516415231225132,0.8963789440276579,-5.562324016635503
THAP2,-0.12193910343832881,2.2688182069818175,-0.45250746448708246,0.6514384389801753,0.8962432723829777,-5.681688306708394
ODZ4,-0.28267761891813903,3.8868726289554627,-0.4525853419923833,0.6513824540828453,0.8962362837279286,-5.994436662579817
ZNF91,-0.1308959811800845,3.728678649268218,-0.4527021715873307,0.6512984708656784,0.8962362837279286,-5.96299566571307
TAF11,-0.09240075664488412,4.645114358986675,-0.4527156961553563,0.651288748987604,0.8962362837279286,-6.116512144472047
DSEL,-0.24696172465690447,3.573132621067522,-0.4528423617070096,0.6511977007708862,0.8962362837279286,-5.931262515165877
MEAF6,-0.08369026506966826,5.8105603704485915,-0.4530429848018254,0.6510535020107379,0.8962362837279286,-6.206424064405227
C20orf30,-0.07774699544602814,6.597747074184619,-0.45342744039356914,0.6507772095924462,0.8960337492832259,-6.207083331299026
CAMTA1,-0.09585195129462498,4.4226560778601165,-0.4541080619288267,0.6502881935254767,0.8955372846842297,-6.085432503250983
RCAN2,-0.22766052373485302,4.3039971912552,-0.4541209487770366,0.650278935987429,0.8955372846842297,-6.067291931743146
PIM1,-0.19127567549283686,6.146444751024613,-0.45422550828064856,0.6502038254839821,0.8955372846842297,-6.211077702064336
L3MBTL,-0.22586381551977386,2.546721522844525,-0.45459977569643556,0.6499349991948904,0.8953642876232583,-5.7284586595266624
RPL13AP6,-0.226336321056736,-0.22940626586295348,-0.4549495371663026,0.6496838163912467,0.8952984714608868,-5.4150346340254085
XKR6,-0.2283588610934134,-1.0368226629494284,-0.4551892800097552,0.6495116671530179,0.8952714641741198,-5.374532294525145
CCL18,-0.49995664678290463,3.892160394648838,-0.45554391909117387,0.6492570503635541,0.8950606552893847,-5.99417065923357
ETNK2,-0.23062810478244966,3.4273478940538715,-0.4555550377178741,0.6492490682984575,0.8950606552893847,-5.899995013629125
IMPG2,-0.24564626079229113,-2.8257077753040165,-0.45561625448104,0.6492051214949681,0.8950606552893847,-5.300333987426355
TRMT2A,-0.11172066422594806,5.027487538813521,-0.45566087562126006,0.6491730892721552,0.8950606552893847,-6.156357742229353
WIZ,-0.08209771724708581,5.77986728940818,-0.4556775622054161,0.6491611106252377,0.8950606552893847,-6.204325734461929
CP,-0.5392982657275374,5.200320809225223,-0.4557647658452805,0.6490985120269299,0.8950606552893847,-6.171217466503915
NPTX2,-0.3857340642555389,3.6358338502364016,-0.4558995082032343,0.6490017929644785,0.8950606552893847,-5.942805616443273
AK3,-0.08914633335737498,6.010567076547186,-0.45600724652001495,0.6489244618956137,0.8950606552893847,-6.209214570544875
LSM14A,-0.06344186823386,6.850580641647036,-0.45605061756296217,0.6488933326450085,0.8950606552893847,-6.198473160531328
MAP2K1,-0.08652061697507918,5.986289199764622,-0.4560602302468346,0.6488864332947929,0.8950606552893847,-6.208867686029138
WEE1,-0.15458459587617845,4.853191224993284,-0.456145535493017,0.6488252081486978,0.8950606552893847,-6.138969322317673
STARD13,-0.14179627595868904,4.57644016847614,-0.4562606700611476,0.6487425777428302,0.8950606552893847,-6.106086413971715
CCDC28A,-0.0932260488205916,4.501985882514298,-0.45645942070885354,0.6485999475504616,0.8950606552893847,-6.095891633930455
