,logFC,AveExpr,t,P.Value,adj.P.Val,B
TMEM132D,1.1674985626072156,-0.31051718516255644,0.9266185563792347,0.35534282571133213,0.7559407672152867,-5.137600938381816
AEN,0.2613335607653102,4.911918680513671,0.9264938845848825,0.3554074081446845,0.7559427842516865,-5.831015274505157
ELOVL4,0.5587450661678574,1.066746970370559,0.9261429059319776,0.35558926206114705,0.7561909104781441,-5.235245769258148
ADCYAP1,1.049698480481065,2.2265799640517354,0.9254335823728629,0.3559569672177888,0.7566285972835427,-5.379455077603493
ZW10,0.16370577421826615,4.112779467932191,0.92539402032226,0.355977482843542,0.7566285972835427,-5.724556635207119
FAM149A,0.4961114238452833,3.5794161505274285,0.9253747136691,0.3559874949349823,0.7566285972835427,-5.6246765520939785
NEUROD1,1.350392828063641,1.6824013017353774,0.9253314009019632,0.35600995682704006,0.7566285972835427,-5.303678763759904
VRK3,0.2044137217712807,5.017426244101898,0.9252288360598859,0.35606315028886204,0.7566503106802299,-5.842147322756159
B3GNT1,0.3067244285275583,4.592286620759851,0.9250173664653826,0.3561728412425105,0.7567321384597453,-5.796495063144703
KCNMB2,1.1307973774729834,0.8195327543375737,0.924848376684681,0.3562605130184169,0.7567321384597453,-5.2139781783885795
MRPS10,0.19037165937121703,5.247985685906874,0.9247043682937974,0.3563352352903003,0.7567321384597453,-5.861687240806597
RAB36,0.40753505861342765,3.6384692216143355,0.9246870853930564,0.35634420361491215,0.7567321384597453,-5.636930046853103
GPR143,0.6654978788859154,1.3607175566269474,0.9244210678290273,0.3564822617242148,0.7567321384597453,-5.266570240511237
TXNDC11,0.1607352142872358,6.09571056537042,0.9244042883241925,0.35649097111075834,0.7567321384597453,-5.896448585872675
TJP1,0.2251547857003411,6.761572641499014,0.9243079122586416,0.35654099763726044,0.7567321384597453,-5.888163798604559
OPLAH,0.5419219536437092,4.041544016511969,0.9241451092974164,0.3566255149182763,0.7567321384597453,-5.7133808805244755
TICAM1,0.304737746876504,5.510179427311402,0.924063304044465,0.35666798797677335,0.7567321384597453,-5.879212533424896
DKK3,0.391960729611152,6.982825898071227,0.924003456149756,0.35669906287164865,0.7567321384597453,-5.880543421173795
SCFD2,0.19573061891801657,3.8491350342214603,0.9239351537784939,0.3567345296960637,0.7567321384597453,-5.678441232430056
COPS2,0.15186923993767731,5.941117814458287,0.9237599207139874,0.35682553180926546,0.7567321384597453,-5.895199522155419
ZNF398,0.16039140244246752,4.2555254316307085,0.9236840910801865,0.3568649162590586,0.7567321384597453,-5.749414791003208
NCOA6,0.19272217356250554,6.032040269709448,0.9235542503085549,0.35693235946344815,0.7567321384597453,-5.8966555383736825
GNL3,0.18793294124248394,6.075014037928245,0.9233780858565321,0.35702387752287246,0.756773704270129,-5.897226336117606
DPH3B,0.29715614514358757,-0.3461487340982782,0.9231686167670067,0.3571327168515932,0.7568382221885518,-5.138483057415554
CCDC125,0.23768585035459022,3.67288575487309,0.9230713224722383,0.35718327775557634,0.7568382221885518,-5.645082460239666
ISOC2,0.2994929610007002,5.329778582762126,0.9225121304615184,0.35747396106093277,0.7570196140335711,-5.869489135406546
LPPR2,0.3005669990178186,5.09095628298831,0.9224934407900615,0.35748367905595035,0.7570196140335711,-5.851074484925146
LIAS,0.2075799787996373,2.9277277220184503,0.9224930674679218,0.3574838731725043,0.7570196140335711,-5.500267870692063
SF3B4,0.21567230271574456,6.3415115172990335,0.9223296796883734,0.35756883644402515,0.7571084707677098,-5.8980559413076605
DCAF6,0.1562910636441126,6.022746729567557,0.9218085028115415,0.3578399392407303,0.7571100395281578,-5.898100789193649
C13orf34,0.28937701021290607,2.685735260527379,0.9217601986178516,0.3578650724412429,0.7571100395281578,-5.457534262689036
FAM127B,0.23542740454431677,5.404365327034588,0.921507093989487,0.3579967838578846,0.7571100395281578,-5.875286835012396
FAM183A,0.7638765023228093,-3.9428540023888146,0.9214198657606667,0.35804218309432756,0.7571100395281578,-5.011434470733443
FNDC5,0.5305708519042496,0.2144266045783986,0.921211516662549,0.3581506362781659,0.7571100395281578,-5.172142302123402
KIAA1644,0.6747492180390735,2.351744836892226,0.9212080103847609,0.3581524615998717,0.7571100395281578,-5.402517092851269
SOX10,0.9476086139149889,0.6813338588244485,0.9211735607166104,0.3581703959539272,0.7571100395281578,-5.205503027775381
GLRB,0.5527146908447791,2.7845254396806753,0.9210735730870525,0.3582224523241184,0.7571100395281578,-5.47549002295252
VPS37B,0.3031298332582777,6.37337800027488,0.9207730389060472,0.35837894775137014,0.7571100395281578,-5.8991821217029665
SEC24D,0.31798926848892606,6.321237165689181,0.9205037013952101,0.3585192351487291,0.7571100395281578,-5.89985171881253
NUDT19,0.22696206075903413,3.9157870819722222,0.9204712738388956,0.35853612774530685,0.7571100395281578,-5.693943817667433
SPEG,0.6696407040446339,3.2759039480544607,0.9203115827638728,0.3586193235187458,0.7571100395281578,-5.568859175685939
MAP4K3,0.2362149676934573,5.017744602758884,0.920133379317823,0.3587121783058811,0.7571100395281578,-5.846711582647773
KIAA0652,0.1448009415751974,6.480332654640862,0.919660332991649,0.3589587380069005,0.7571100395281578,-5.898834238516922
GPR3,0.3891055220967178,0.1978239325287521,0.9196480797143082,0.3589651260478752,0.7571100395281578,-5.172287548785209
CAPSL,1.0030140396673164,-3.1044339829935734,0.9194544759451978,0.35906606769322513,0.7571100395281578,-5.037917488341827
TSEN15,0.2296613462806274,4.6522656708116195,0.9194243063359224,0.35908179922365446,0.7571100395281578,-5.8089647826974184
LOC339674,0.6372832354458589,-3.476234825624199,0.9192785840810473,0.359157790251193,0.7571100395281578,-5.026566648345684
DNAJB2,0.22891858660692943,6.961642160896039,0.9191806539867576,0.35920886441746913,0.7571100395281578,-5.8856850142344594
LOC389791,0.625720192046634,-0.47839883384712445,0.919154576372547,0.3592224656336197,0.7571100395281578,-5.135230573974103
GPD1,0.8785874906502937,3.1388520442856915,0.9189970570784263,0.35930462939587693,0.7571100395281578,-5.543205957601245
ARC,0.8773544855723164,-0.2027654924617909,0.918950138397173,0.35932910498703263,0.7571100395281578,-5.149093890031763
?|100134869,0.5620864565958157,-1.393963019429349,0.9187905765666188,0.35941234988769577,0.7571100395281578,-5.098112820044618
TIGD2,0.21194076561346753,2.8167339424406026,0.9187783972742346,0.359418704440324,0.7571100395281578,-5.483207940248808
DKFZp686O24166,0.54999647656475,1.729010644473699,0.9183533885900073,0.3596404975323573,0.7574234327807802,-5.315308466574774
IQCH,0.36653470165060376,0.4037181152983023,0.9177736684754595,0.35994316734174403,0.7576372998315513,-5.187534997228854
ICT1,0.23963675945443663,3.867956886405325,0.9175733070327331,0.36004781282742493,0.7576372998315513,-5.6875712967870315
UBXN2A,0.17116313181315768,3.3715545715819584,0.917395051243182,0.3601409290813711,0.7577248084854947,-5.590303337596341
CCT8,0.16804708903748633,7.07176805454531,0.9170472136311013,0.3603226744199748,0.7578317807600236,-5.883080858080099
DPP4,0.6406918321654422,4.1755155111014375,0.9168475300078752,0.36042703544046606,0.7578317807600236,-5.7425924539827395
C1orf126,0.5202727367052913,3.277752383363305,0.9166093222808466,0.3605515553993758,0.7578317807600236,-5.572407295068456
PIK3R2,0.19243263566818758,6.134330817182517,0.9165160078659506,0.36060034170214983,0.7578317807600236,-5.903655594300589
SLC34A3,0.5699499189898956,-1.3907758023704877,0.9162488834558937,0.3607400218025181,0.7578317807600236,-5.100139235483041
SNRPF,0.25666902705572703,4.993560127820074,0.9159897814417707,0.36087553966450103,0.7578317807600236,-5.848135819296239
NAT10,0.1711684663558204,5.715682208984986,0.9159282916391434,0.36090770534012007,0.7578317807600236,-5.896034686266674
C3orf14,0.3784660640496238,2.442416451503645,0.915618876628767,0.36106958966049774,0.7578317807600236,-5.421776318623483
PHOSPHO2,0.30470736419459954,1.1799881569654112,0.915380308464843,0.36119443862543077,0.7578317807600236,-5.254910665853016
DSCC1,0.35807027938353553,1.7557211554505254,0.9152961591448295,0.3612384826783229,0.7578317807600236,-5.321260175817626
DUOXA2,1.3616410959421401,4.605842511474695,0.915294318257992,0.36123944624298354,0.7578317807600236,-5.806812194067516
GADD45GIP1,0.28998938913167915,5.51483607731774,0.9151831241888059,0.36129765091948995,0.7578317807600236,-5.887363572995295
AHNAK,0.3531525158898372,10.171519908547317,0.9150534759218868,0.3613655229553464,0.7578317807600236,-5.725983559500138
CUEDC1,0.24322853392102406,4.608924072566576,0.9149697532904716,0.36140935679004105,0.7578317807600236,-5.807488839622812
IRX2,1.1209317741132403,0.18057578962360926,0.9148991545456655,0.36144632209246474,0.7578317807600236,-5.174866024898828
GET4,0.2897713517727558,5.715434488850267,0.9145001846755371,0.36165526649697366,0.7578317807600236,-5.897289842838137
C14orf166,0.1621832016826925,6.662489245730745,0.9129037255337588,0.36249211130406545,0.7585625666106265,-5.901086229922715
OSR1,0.780201443574116,1.4390222927763614,0.9126403379573764,0.36263029333240915,0.7585625666106265,-5.284811843267623
CNTN4,0.5565903882596412,2.51968115873811,0.9124300311780178,0.36274065125382415,0.7585625666106265,-5.437165399134365
RSPO1,0.8340959179829185,-0.8464461057390908,0.9123675518461244,0.36277344120086263,0.7585625666106265,-5.124466764183398
XKR7,0.9072267574022379,-3.1957275510937833,0.9123450995033026,0.3627852249325487,0.7585625666106265,-5.040171962460069
GHRHR,0.8576615630461113,-3.822595255692496,0.9115234348202589,0.3632166279172394,0.7589334778453627,-5.021898289687843
RAB3A,0.48129351676801924,1.6771750025846401,0.9114016197251273,0.36328061268385037,0.7589334778453627,-5.314368309825085
MOGAT1,0.9527478522643769,-2.5369951191716944,0.9113613010844699,0.36330179207546953,0.7589334778453627,-5.062412968342184
KCNK6,0.38471055241833385,4.256779698363424,0.9109585580389855,0.36351339584618303,0.7592854249932256,-5.76078279596618
C8orf59,0.2363750225683212,4.631811387302632,0.9105882876148078,0.3637080068668458,0.7595117031073049,-5.8142328883393315
PROM1,1.0735736431258482,5.919272209185449,0.9104191692675485,0.3637969159008956,0.759522250912172,-5.906672487784059
WBSCR27,0.7069404816313759,1.152033557529741,0.9103325137812885,0.3638424778026388,0.759522250912172,-5.256147979871065
SRP54,0.16135188394069733,5.690229356992197,0.9101530161310329,0.3639368658945896,0.7595471389133481,-5.900125627204562
LGR4,0.4379569977517397,5.787703128679644,0.9100449274971176,0.36399371129881786,0.7595471389133481,-5.90369340819125
SUCLG2,0.2662412208773466,5.843048781663306,0.9096963186574343,0.3641770879570424,0.7595471389133481,-5.905566274792276
DIABLO,0.19332858120769014,5.354224147551638,0.9096837450988297,0.3641837030399262,0.7595471389133481,-5.882494129411275
RPL8,0.30877026705924315,10.505515182182098,0.9094186702000422,0.3643231793909093,0.7595471389133481,-5.712701720621219
DPAGT1,0.17099974573254517,5.456161339139398,0.9093979514919003,0.36433408251964694,0.7595471389133481,-5.889122116095206
INCENP,0.27285484866230636,3.824376620459893,0.9093615599733671,0.3643532338934765,0.7595471389133481,-5.686442634500385
MRP63,0.2638897670533966,5.15639438459769,0.9088651638110454,0.3646145303155198,0.7597826276168828,-5.868596124635885
KPNA4,0.18215339143384401,6.26369847006593,0.908429059320216,0.36484418738547353,0.7597887209129707,-5.91085292324066
C16orf46,0.24763591960863696,1.0008221016323193,0.9082583581453566,0.36493410516918645,0.7597887209129707,-5.243291222019977
NR4A1,0.6667919636053643,6.7352572698874225,0.9080098810011624,0.3650650168142101,0.7599118805900902,-5.903400682753742
HHIP,0.859210480891303,1.1068009916902857,0.9078182162742626,0.3651660167030062,0.76001216882902,-5.253706679214938
IFT20,0.23479999706682264,4.580078072765187,0.9075180942912923,0.3653242047061258,0.76001216882902,-5.81035513929906
RAB3C,0.7975625035286769,-0.5688228917751553,0.9075089318928049,0.36532903469271816,0.76001216882902,-5.139951379471782
FAM161B,0.41400667731929297,1.5733978769944608,0.9070082863425208,0.3655930126452157,0.7601448538062876,-5.305086262080303
TOLLIP,0.22797514976902544,6.374517391040942,0.9061132488036862,0.3660652427447535,0.7603757272019974,-5.912140071705194
DEDD,0.15669196981287925,5.421678275780481,0.9058775733597655,0.36618965108215895,0.7604547059391944,-5.890147116813073
TFDP2,0.23421890063212825,3.344199519425867,0.9052667394458619,0.36651222180971055,0.7606612511249704,-5.59525084014034
SGSM1,0.6618611599406974,2.0779333369960367,0.9050866620611583,0.3666073516205518,0.7606612511249704,-5.3740051404848606
SUPT5H,0.2022527908177052,7.371618393982634,0.9050479992007757,0.3666277781448125,0.7606612511249704,-5.880112204750251
INSRR,0.7026444196047406,-2.124722493138754,0.9050348067232682,0.3666347482134783,0.7606612511249704,-5.081367477105593
PTGES2,0.27421878625321305,5.737050017554048,0.9047414218766968,0.3667897756898719,0.7608035804424935,-5.906681821251472
S100G,0.5216066944467643,-4.913268192512751,0.9046289321873574,0.3668492272886137,0.7608372594702947,-4.997604407912627
ZNF511,0.2515081803369057,4.473444708062292,0.9044966947356167,0.3669191234640814,0.7608472395202007,-5.798700336369281
PCDHA10,0.8258139514887104,0.8708867808129805,0.9043636222355944,0.36698946946575384,0.7608472395202007,-5.234604421265419
IFT88,0.21947744758831877,3.6331522276110704,0.9042744195435715,0.3670366293529037,0.7608472395202007,-5.653526605904846
FAM55A,0.5996716948253207,-4.834067629988128,0.9042513921562156,0.36704880414412566,0.7608472395202007,-4.999829171363775
CHCHD1,0.22119398340960483,4.871278017671019,0.9038928809713161,0.3672383850305405,0.7608472395202007,-5.846935378212971
SMAD5OS,0.4081148657828937,-2.468925411090005,0.9034135169034881,0.3674919690790771,0.7608472395202007,-5.070496794236006
MPV17L2,0.21988111537920396,3.6933465750982397,0.9034080317938834,0.3674948713435596,0.7608472395202007,-5.666084410251439
HRASLS,0.6906614081518929,-2.0030746587688144,0.9033540963845827,0.3675234102497442,0.7608472395202007,-5.086954980349014
KIAA0090,0.2219091758570828,5.542285355847035,0.9033046007480035,0.36754960115856505,0.7608472395202007,-5.899302414329518
FAM123C,1.089426780535959,-0.18284790707993467,0.9031232778894054,0.36764555923425635,0.7608472395202007,-5.162248317572954
CLTA,0.2550245326911078,7.031583998844054,0.903024154240089,0.3676980232235273,0.7608472395202007,-5.897094206830529
GPATCH4,0.23630756204993286,4.9558395556588755,0.9028908801341544,0.3677685697153231,0.7608472395202007,-5.8560522725628905
SMUG1,0.2164375406183563,4.7159106065969745,0.9025969414361591,0.36792419144914,0.7608472395202007,-5.831252139328528
C7orf68,0.46145224471079604,3.7165450401575235,0.9021410392580164,0.3681656442556027,0.761146586750134,-5.671688994558009
KRTAP5-5,0.7332881978224028,-3.6301287982656314,0.9015600739712163,0.368473476487992,0.761634081006661,-5.034564932514001
TIGD5,0.2892842822556454,3.034346673687801,0.9012870008335334,0.368618223720778,0.7618138803648337,-5.538180644470013
GABRD,0.4680735280084294,1.1032926721792164,0.9009195609079602,0.36881304801613446,0.7620495441751111,-5.258791431207553
TSPO,0.5385597633217465,7.239373597329309,0.900861442477934,0.3688438695316394,0.7620495441751111,-5.889917539733634
C12orf73,0.2660514082251999,2.3163210089708577,0.9006887091731213,0.3689354834379476,0.7621117120038138,-5.413885990462411
YWHAH,0.1976839930552412,7.6715195154043085,0.9004869956692565,0.3690424858584582,0.7622433137053045,-5.869637614192278
C7orf52,1.0416004366946017,-1.765485276303942,0.9003756518722795,0.3691015584379084,0.7622546131027965,-5.097809500512399
CFC1B,1.6113159441048204,2.2305710208734344,0.9001550250145355,0.3692186278013878,0.7622546131027965,-5.400943081686003
PRSS21,1.2579717270518878,0.9676024759083439,0.9000687145926946,0.3692644323045412,0.7622546131027965,-5.246652843293941
KATNB1,0.18820147202342596,4.549999006915999,0.8990643549049545,0.36979770278255186,0.7630870083438359,-5.8137819806118545
DAP3,0.18508616207951079,6.371205100028758,0.8989281558433319,0.36987005558261254,0.7631468649463818,-5.918447798370164
SYNGR4,0.9886224718960182,-1.6557587781950496,0.8984467459085989,0.3701258652462589,0.7635141938985511,-5.10329974998097
SYTL4,0.3992309003671677,4.68533031330952,0.8983974703695919,0.37015205533304163,0.7635141938985511,-5.831340072341989
IMMP2L,0.22830519198307497,2.4196774366734575,0.8983483070499308,0.3701781869316161,0.7635141938985511,-5.432344440976837
OSTBETA,0.6452289439707979,-3.621440943213447,0.8977584694855077,0.37049179120263975,0.7638582494924336,-5.0374921001658395
MUSK,0.7575108596105031,-3.1735065374326275,0.8973384535783487,0.3707152062209548,0.7638582494924336,-5.051562550830788
VEZT,0.2120672047432599,6.133021814208089,0.8973003598095644,0.3707354732428062,0.7638582494924336,-5.920527664380791
GSTP1,0.4911722450528906,8.781058616579314,0.8968540579067888,0.3709729708311593,0.7640754348430302,-5.816652189258524
SULT1E1,1.223696307171771,0.6396998391155421,0.8964825408145564,0.37117074460788635,0.764128603519007,-5.221482874876001
HMGB3,0.31972477600018134,4.817721388758469,0.896428119514863,0.37119972083456676,0.764128603519007,-5.847852639969976
H2AFV,0.14315806987663215,6.974256981013724,0.8964014876798256,0.3712139012778636,0.764128603519007,-5.9051932029000564
CNTNAP3,0.5746196572102903,1.1564318161279017,0.8961596748269822,0.3713426729697631,0.7642149737353183,-5.267737324033826
PLP1,1.0598098595444192,1.1871242536806828,0.8959244234922202,0.37146797729227243,0.7643532089806713,-5.270997149784236
HMP19,0.9413512226296729,0.18399450238512507,0.894960447687152,0.3719817057178856,0.7651275062584197,-5.190352120891587
PXDNL,0.6420977656197273,-1.030970488266586,0.8945439956290153,0.37220378143798283,0.7652031161796774,-5.13028088452679
ANTXR2,0.439713417202543,6.669646013483638,0.8944157080761992,0.3722722082844133,0.7652031161796774,-5.91708032694433
C13orf33,0.8104069159397564,3.6761891746144286,0.8941752338725182,0.3724004951505562,0.7652031161796774,-5.670570014739323
GNG4,0.7869349297665877,2.825203358904451,0.8941734762455732,0.37240143290145866,0.7652031161796774,-5.505325833007478
CALML5,0.9922675129199088,-3.0706684911984854,0.8939231134353504,0.3725350246425083,0.7652031161796774,-5.057256824224971
ARTN,0.4993481091400016,-0.24733068817604087,0.8938120600774936,0.3725942914756446,0.7652031161796774,-5.165818133116525
NCRNA00188,0.29476215392500205,8.223683697018187,0.8937539625648178,0.37262529923844834,0.7652031161796774,-5.848034337681054
GPR107,0.2017252244693104,6.8750499200323,0.8935430163895615,0.37273789883098674,0.7652031161796774,-5.911398919372384
ODF3L1,0.5825838677227868,-0.8394980600649539,0.8934301259665198,0.3727981666074489,0.7652031161796774,-5.138878218517084
IGBP1,0.17432103178261915,6.252139483437576,0.8932214717955392,0.372909574917647,0.7652898433920035,-5.924161216513053
SLC35E1,0.15372666179689265,6.286462113854416,0.8929369733651982,0.3730615128269229,0.7652898433920035,-5.9242628983046295
PALM2,0.40603409071965,1.0243873955447105,0.8928985074502108,0.37308205872052513,0.7652898433920035,-5.257481315437782
DCHS2,0.7095127099039285,0.5861734401478177,0.8920513298561472,0.37353474287635813,0.7653398753787768,-5.220750670147119
ANKRD33,0.6787845871007394,-3.7898095683756154,0.8920488476809962,0.37353606971485953,0.7653398753787768,-5.036501631840972
LOC407835,0.19949533292523225,1.7662981420314214,0.8918767065961581,0.37362809433605515,0.7653398753787768,-5.3414677297200805
PGAP2,0.20320138791724318,4.247578125061116,0.8910116594081277,0.3740907526323187,0.7658420687028609,-5.776517741679114
PPP1R15B,0.20131978058347766,6.384357854359021,0.8902281409528779,0.37451011467240625,0.766357500012188,-5.925866907642797
GHDC,0.2241833327640892,5.548933282559765,0.8900856058149508,0.3745864351497562,0.766357500012188,-5.911122070791004
GFM2,0.20201639286007111,4.289655135517102,0.8897002085890677,0.37479284473837404,0.766357500012188,-5.784295216101872
NEGR1,0.5290451639920373,3.5259334602210055,0.8896935227749398,0.3747964261268001,0.766357500012188,-5.644611674802911
LOC151534,0.3603651942671231,3.666872505551916,0.8890547425406015,0.37513869973626335,0.766357500012188,-5.673063137144107
LYAR,0.2232707138740273,3.8164868783897767,0.8885592563154323,0.3754043270718209,0.766357500012188,-5.70267083522992
METTL9,0.12680773414504198,6.380400663857508,0.8884815529006417,0.37544599405158274,0.766357500012188,-5.9274136235707955
KBTBD11,0.3925139115071592,4.285968552057844,0.8884250787221663,0.37547627906396686,0.766357500012188,-5.784807932731375
CBY1,0.17357668470870813,4.636040054012835,0.8883442267318296,0.3755196396428876,0.766357500012188,-5.833990326589417
SAMD12,0.3992588438900526,4.6467000416498045,0.8881854874028473,0.3756047799409161,0.766357500012188,-5.835434322768207
IL17C,0.7210863722753098,-3.251979534108398,0.8881622937791697,0.3756172209143529,0.766357500012188,-5.0555328036424845
SPAG1,0.3515116447836162,3.7243920979439644,0.88791284353027,0.3757510413185964,0.766357500012188,-5.685283030197314
HIST1H2BG,0.777654732187238,-1.972049151137807,0.8878560157880239,0.3757815313535239,0.766357500012188,-5.099284187493253
H2AFX,0.36348903551378786,4.91164683990731,0.8878515594974825,0.3757839223715329,0.766357500012188,-5.864778911867557
PLA2G2F,1.2191858290864304,-1.8989783381882681,0.8876492297598165,0.37589249215660736,0.7664066222604733,-5.102104988050915
GALNT2,0.21907074143989114,7.167334040664974,0.8875663208462342,0.37593698657447594,0.7664066222604733,-5.90465955013506
ALS2CR4,0.20896671338710382,3.646206971305586,0.8872481666148164,0.37610775964617116,0.7664066222604733,-5.670523047140336
BPIL1,0.9438218743925351,-4.498163473332996,0.8868008430879637,0.37634794751637923,0.7666528831134872,-5.020400482421824
GRIA1,0.7680801090632929,-2.7661458049740286,0.8867006601600543,0.3764017532572178,0.7666528831134872,-5.072336254326142
C9orf122,0.49772285321804366,1.0990376639179846,0.8864781855799718,0.3765212558937242,0.7666760642388646,-5.269601166461667
NRXN1,0.9310213052113657,1.1896366638779552,0.8864535040420453,0.3765345150821824,0.7666760642388646,-5.278614631886182
APOD,0.6956915028932018,7.393459009443267,0.8859417203912753,0.3768095162282492,0.7668318459187287,-5.8956073039590065
TMEM20,0.3109967102350495,1.8163108962047387,0.8858795851511577,0.37684291239578027,0.7668318459187287,-5.352837509679697
FAM3B,0.847677640275692,4.747919054519536,0.885666830148662,0.3769572769310443,0.7668318459187287,-5.849467443728799
CHPT1,0.35510471454041515,5.339746413644846,0.8853183357973291,0.37714465354806037,0.7668318459187287,-5.902656607486353
POLR1C,0.19097430046681652,4.325375475437736,0.8852306516727949,0.3771918082038187,0.7668318459187287,-5.793636658236039
MEIS2,0.39324154267053846,4.67204850260866,0.885059590255221,0.3772838119412504,0.7668318459187287,-5.841211580987497
AGXT,0.8200752157993949,-3.3848379834197337,0.8848650957593195,0.3773884358777554,0.7668318459187287,-5.053677191266108
NIP7,0.2009448379806873,4.759480529124344,0.8846677044705048,0.37749463651228354,0.7668318459187287,-5.85158882684872
PCDHB7,0.3926874057467591,1.7944720980847557,0.884476652823168,0.37759744397123174,0.7668318459187287,-5.351038938060767
MOGS,0.17904635192129792,6.282216393015701,0.8843031979368434,0.37769079744171996,0.7668318459187287,-5.931719352311065
POLR3D,0.17674035739874672,4.377123120255968,0.8842688716109192,0.3777092735797797,0.7668318459187287,-5.802201624039772
TFAP2B,0.6080038019598986,-4.829117448839704,0.8842644195081946,0.3777116699643155,0.7668318459187287,-5.013567202976312
SLC44A5,0.9407448448795155,0.8034797545741068,0.8839364580945247,0.37788822413440226,0.7668318459187287,-5.244485980254696
PRKCG,1.0462315282142383,-0.28598394130735977,0.8839342905915875,0.37788939115459996,0.7668318459187287,-5.171155632923955
LPO,0.5930041191707831,-3.3643907023572583,0.8836807519684297,0.3780259160778968,0.7668458849341975,-5.05513346913201
HRAS,0.29736187998256547,4.88909455626701,0.8831515258991227,0.3783109912615902,0.7672491347905509,-5.866565764838352
PDSS1,0.27512888030406013,1.76756492061484,0.8827170043729156,0.378545152242031,0.7672491347905509,-5.348867711441146
NOP14,0.16562391009946875,5.455676676883658,0.8824829810845863,0.3786713032185871,0.7672491347905509,-5.912416693521028
CYTL1,0.5739892932067052,-0.37429723842626467,0.8822991400756097,0.37877042157832375,0.7672491347905509,-5.167877909924718
C21orf45,0.225949160731727,2.690285249219861,0.882275391883147,0.3787832266523383,0.7672491347905509,-5.49106442317048
C10orf116,0.5684903853937406,4.829968272230377,0.8822594475706996,0.37879182400898403,0.7672491347905509,-5.8612876377451695
POLR2L,0.30327947581907555,6.23196308689263,0.8821869918180273,0.37883089450950014,0.7672491347905509,-5.933682658957976
ALDH1L1,1.0468529142982523,2.990033220541081,0.8818650237419245,0.3790045404192738,0.7675125303222607,-5.545884111464364
CRELD2,0.29350875041617197,5.31659898831205,0.8817519637271708,0.3790655283916071,0.7675477507605101,-5.904097013365787
TRPA1,0.8182488103327846,-0.9651724952443588,0.8813987381294349,0.3792561081213206,0.7675625020906813,-5.1425469869006575
VPS4A,0.1299902728776665,6.570224158333881,0.8812770972192122,0.37932175214628716,0.7675625020906813,-5.930688442934613
C7orf63,0.33265479530140896,2.0919216869518533,0.8811245374479045,0.37940409162361066,0.767615311092311,-5.3953347887762515
ARG2,0.36262613955681644,3.098250631984904,0.8808516565335596,0.3795513984033375,0.7676997579636887,-5.567348196795186
PSMA3,0.18367243637684094,5.877198680880011,0.8808048966215852,0.3795766439324043,0.7676997579636887,-5.931464855638039
ANGPTL5,0.6329247017939017,-3.653686705009362,0.8804182526289764,0.37978543169753065,0.7679455966999797,-5.048555884408093
PPP1R11,0.1840899541973302,6.328233063784028,0.8799017177343809,0.3800644716046353,0.7681142891294302,-5.935193987793251
SRI,0.24185022401317635,6.7430925498443814,0.8795954162797063,0.3802300002393606,0.7681142891294302,-5.927752806296715
ANXA3,0.7307020735571443,6.3098110581061695,0.8795409227005188,0.3802594538410763,0.7681142891294302,-5.935626711294601
GRM7,0.6867805998268661,-2.6582475351099397,0.8793021107488621,0.38038854759150476,0.7681142891294302,-5.081170174663318
KHDRBS3,0.3586094005549505,3.168203734998609,0.8787091311570203,0.3807092098937628,0.7685845036435123,-5.582694160797908
SNX33,0.22463312973515848,5.700447313110068,0.8786222211729556,0.3807562217868178,0.7685845036435123,-5.927830992601454
PER2,0.2361261767278542,5.124526643651769,0.8783881254149359,0.3808828682107266,0.7687520093681134,-5.892232528581122
LOC440957,0.284850180229395,3.0291579286502284,0.8781335070667879,0.38102064701636207,0.7688538121914121,-5.556343719505421
DNAJA1,0.23897289584230652,6.864964641426873,0.8779188687726466,0.38113681582075387,0.7689746734039579,-5.925154354395554
MRPS26,0.2817320449788161,4.953226430926561,0.8777427942431988,0.3812321291031835,0.7689746734039579,-5.877394535888755
RALB,0.21719246207215104,6.432927442965176,0.8776254924438485,0.38129563551157086,0.7689746734039579,-5.9361111978099075
AATK,0.5924287154729835,3.7324811908789757,0.8772714562258332,0.38148734804264983,0.7691626603194586,-5.695764484475616
IER3,0.5211222922802374,7.007962891172187,0.8772277832392453,0.3815110013331091,0.7691626603194586,-5.920278879182361
TMEM185B,0.19096279559531215,4.321811563185441,0.8772052549101852,0.38152320303134335,0.7691626603194586,-5.7998712756159385
SLC25A1,0.2534547324221652,5.984858578777914,0.8769241979137701,0.38167544822655675,0.7692053504437681,-5.936701516943683
RPRD1B,0.169994802909458,5.2824263765760415,0.8764404540854523,0.38193757443177867,0.7693071701667947,-5.906191915908608
NEB,0.9096343812477712,2.101990079435518,0.8762417660111573,0.38204526975811126,0.7693071701667947,-5.400694061826566
C1orf110,1.0869168893302232,-2.74568548594107,0.8761197520130775,0.38211141457424413,0.7693071701667947,-5.080433786803738
C1orf56,0.27680370011134947,2.8965527057660645,0.8759635065573936,0.38219612689013527,0.7693071701667947,-5.533260725803038
PQBP1,0.2028656833910052,5.7802252509500365,0.8759441474154656,0.3822066237333269,0.7693071701667947,-5.9329391371546105
LOC284551,0.7049094924136936,-3.6601841645323017,0.8757180968432283,0.38232920523903835,0.7694659336349462,-5.05157976944457
DHRS3,0.3897829416250058,7.099690955230413,0.8752901899650237,0.3825613148451066,0.7697570867614795,-5.9180877148842885
